epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
85,3.1431677115269196,1.416926748085022,65.34,89.56,0.08146787295053663
86,3.13028195637923,1.3993095821380614,65.08,89.58,0.08105928327501413
87,3.139366105886606,1.4466871019363403,64.2,89.18,0.08064728814738056
88,3.1850597033133874,1.3600355829238893,66.05,89.82,0.08023193274754445
89,3.1395909963509974,1.446087376022339,65.29,89.7,0.07981326262390596
90,3.1342409305083447,1.4403813110351562,65.87,89.69,0.0793913236883622
91,3.1653718061936207,1.3825446809768678,66.59,90.04,0.07896616221127223
92,3.1295111772341606,1.401754084777832,65.67,90.01,0.07853782481638318
93,3.1164511607243464,1.29975543384552,67.31,90.59,0.07810635847571729
94,3.129789382372147,1.342799458694458,67.53,90.44,0.077671810504421
95,3.1913170900100316,1.4158503471374513,66.93,90.1,0.07723422855557628
96,3.1221658938970323,1.3190064544677735,67.29,90.77,0.07679366061497493
97,3.128406878618094,1.4872055316925048,63.98,89.17,0.0763501549958564
98,3.153997730597472,1.363213144302368,66.9,90.09,0.07590376033360965
99,3.151745058940007,1.453321989631653,66.06,89.58,0.07545452558043982
100,3.1269325910470425,1.3591322364807128,67.9,90.82,0.0750025
101,3.1010119780516012,1.3309983770370484,66.22,90.15,0.07454773316198897
102,3.120606146714626,1.4070755710601808,66.95,90.32,0.07409027493671526
103,3.111965062068059,1.2846721118927003,67.14,90.84,0.07363017548962836
104,3.0768588946415827,1.312605700302124,67.86,91.0,0.0731674852758175
105,3.1105846325556437,1.3082187643051149,66.72,89.95,0.07270225503447865
106,3.0754023154576617,1.3250342086791993,67.12,90.28,0.07223453578335046
107,3.0915213150855823,1.4215780200958252,67.69,90.63,0.07176437881311952
108,3.0537083527980706,1.3081092544555664,67.94,91.03,0.07129183568179581
109,3.1371588272926134,1.3775364097595215,67.85,91.13,0.07081695820905877
110,3.0504876045080334,1.3402820968627929,66.23,90.2,0.07033979847057463
111,3.090326624038892,1.282678931427002,67.24,90.59,0.06986040879228586
112,3.140298634309035,1.3422048175811767,68.18,90.66,0.06937884174467289
113,3.1248868373724132,1.3306492446899414,68.46,90.84,0.06889515013698927
114,3.0890745004018147,1.3011190099716186,68.93,91.59,0.06840938701147048
115,3.067750624509958,1.2845082689285279,68.52,91.53,0.06792160563751728
116,3.0417551431900414,1.3177403972625732,68.64,91.25,0.06743185950585416
117,3.135837340966249,1.2950161571502685,68.76,91.13,0.06694020232266336
118,3.097225114626762,1.3943949138641358,69.0,90.95,0.06644668800369546
119,3.0600525348614425,1.3097642442703248,68.24,91.53,0.06595137066835702
120,3.041687286205781,1.2911518096923829,68.63,91.1,0.0654543046337755
121,3.056236201066237,1.3322684185028075,68.71,90.91,0.06495554440884306
122,2.9977466693291297,1.271495115852356,69.64,91.63,0.06445514468823886
123,3.05884465498802,1.3318168775558472,68.03,91.21,0.06395316034643128
124,3.0733066075887434,1.30600382938385,68.33,91.19,0.0634496464316602
125,3.0649098561360284,1.2595076454162597,68.99,91.47,0.06294465815990054
126,3.003034204703111,1.2415439043045045,69.05,91.94,0.06243825090880692
127,3.049065175423255,1.2620004322052,69.68,91.78,0.06193048021164116
128,3.006780183620942,1.307618593597412,68.87,91.17,0.06142140175118225
129,3.0446033288270997,1.196742395210266,70.12,91.98,0.060911071353620165
130,3.0719471252881565,1.3094131719589233,67.81,90.66,0.06039954498243389
131,3.0057728052139283,1.2787901691436767,70.79,92.27,0.059886878732254414
132,3.061606070934198,1.3581191370010377,69.48,91.4,0.05937312882271332
133,3.0493239182692307,1.185998341369629,71.9,91.96,0.058858351592277584
134,3.0370498253748965,1.149242816543579,70.85,92.15,0.05834260349207154
135,3.033534858776973,1.302671311569214,68.78,90.8,0.057825941079686353
136,3.0395805303867047,1.2836245489120484,68.96,91.18,0.057308421012977784
137,3.019574382977608,1.1985691259384155,69.88,92.17,0.056790100043853056
138,2.9690017632949046,1.2022419017791748,69.97,92.15,0.0562710350120474
139,3.006587839126587,1.2683962882995605,69.25,91.47,0.05575128283889088
140,2.9545288189863546,1.199499793815613,70.52,92.04,0.055230900521066356
141,2.9976325747294306,1.2017443164825439,70.64,92.34,0.054709945124359144
142,2.9585046260784833,1.198680707168579,70.68,92.37,0.054188473777399125
143,3.060530573893816,1.2541835655212403,69.55,91.24,0.05366654366539596
144,2.9947788984347614,1.2107581924438477,71.26,92.65,0.053144212023868036
145,2.9663541158040365,1.2400337068557739,71.11,91.88,0.05262153613236599
146,2.9879145240172362,1.1816580070495606,71.71,92.21,0.05209857330819135
147,2.9290017537581616,1.1415443078994751,71.17,92.44,0.05157538090011102
148,2.9774013586533377,1.187674319076538,71.43,92.27,0.051052016282068444
149,2.954407324240758,1.1408309883117675,71.42,92.37,0.050528536846891715
150,3.0119745621314418,1.1919335571289063,72.26,92.99,0.05000500000000001
151,2.9827684115140864,1.1874748558044435,71.7,92.52,0.0494814631531083
152,2.9722006901716576,1.1799905570983886,71.4,92.55,0.04895798371793159
153,2.9500264803568523,1.1666942167282104,71.6,92.7,0.048434619099888984
154,2.9502151464804625,1.1771165462493896,71.97,92.47,0.04791142669180867
155,2.9699150247451587,1.1731355628967286,72.31,92.68,0.04738846386763403
156,2.9408396320465284,1.1371602935791016,72.02,92.64,0.046865787976131994
157,2.94954343911929,1.168833418083191,71.28,92.17,0.04634345633460407
158,2.9316374075718414,1.130456422805786,71.92,92.8,0.04582152622260089
159,2.9505444792600777,1.2370167545318604,71.58,92.38,0.045300054875640886
160,2.983082527686388,1.1940021575927735,70.96,92.23,0.04477909947893368
161,2.936683197816213,1.1410302927017213,71.47,92.34,0.04425871716110915
162,2.8794652740160624,1.138638545036316,72.7,92.48,0.04373896498795262
163,2.919535065308595,1.173788130569458,72.81,92.66,0.04321989995614696
164,2.9643659230990287,1.2004536001205444,71.77,92.53,0.04270157898702225
165,2.9085571854542462,1.1404408700942994,73.29,92.74,0.042184058920313676
166,2.9243641587404103,1.14339806098938,72.46,92.76,0.041667396507928466
167,2.897266902984717,1.1372289388656616,72.77,92.8,0.041151648407722445
168,2.9213283960635845,1.1574797750473023,72.34,92.85,0.040636871177286704
169,2.9453077398813687,1.1265000366210938,72.74,93.24,0.040123121267745594
170,2.931206017579788,1.1325227975845338,73.02,93.05,0.039610455017566125
171,2.9667708311325462,1.1439807590484619,72.33,92.86,0.039098928646379864
172,2.9448113820491693,1.1791314001083375,73.36,93.12,0.03858859824881778
173,2.894654125128037,1.127333090209961,73.67,93.2,0.038079519788358863
174,2.8426347219027006,1.0850115873336792,74.07,93.55,0.037571749091193096
175,2.8619402109048306,1.1796612930297852,73.47,93.11,0.037065341840099485
176,2.8973586602088734,1.1335149723052977,73.02,93.1,0.03656035356833981
177,2.853541662448492,1.1149912748336792,73.15,93.13,0.036056839653568734
178,2.8766530831654866,1.114447459793091,73.4,93.0,0.03555485531176114
179,2.8560677320529253,1.1215410915374755,72.51,92.81,0.035054455591156955
180,2.8909187809014933,1.111178482055664,72.82,92.89,0.03455569536622451
181,2.9221075675426387,1.1299450119018555,72.94,93.22,0.034058629331643
182,2.8973735864345844,1.182937067604065,73.43,92.77,0.03356331199630454
183,2.918741260430752,1.0912609878540038,73.99,93.51,0.033069797677336664
184,2.893235829548958,1.1024954593658447,74.5,93.38,0.03257814049414586
185,2.8057687050256974,1.0849815372467042,74.49,93.48,0.03208839436248273
186,2.8591945770459297,1.1140999727249146,73.96,93.35,0.03160061298852954
187,2.858913590357854,1.1770997493743895,72.8,93.48,0.031114849863010732
188,2.8768607698954067,1.0845301607131959,73.93,93.63,0.030631158255327116
189,2.795325245307042,1.09571450214386,74.09,93.39,0.03014959120771414
190,2.838746945368938,1.0873528953552245,73.51,93.38,0.02967020152942537
191,2.8463950661512523,1.0866233444213866,74.35,93.47,0.029193041790941253
192,2.862119785333291,1.128036521911621,74.24,93.41,0.028718164318204193
193,2.816686846354069,1.0854023502349854,74.39,93.5,0.028245621186880492
194,2.844547595733251,1.1019767625808716,74.51,93.53,0.027775464216649566
195,2.8405490389237036,1.0866322233200074,74.16,93.4,0.027307744965521363
196,2.8347175909922675,1.070608701133728,74.85,93.82,0.026842514724182528
197,2.7893813707889654,1.0488738483428954,75.79,94.02,0.02637982451037165
198,2.8124938319890926,1.0925336601257325,74.6,93.97,0.02591972506328474
199,2.7937034273758914,1.0674190814971924,74.33,93.95,0.025462266838011036
200,2.7558922602580145,1.0565881889343263,75.04,93.7,0.02500749999999999
201,2.8220503091812135,1.0938383445739746,74.75,93.84,0.02455547441956019
202,2.833392657072116,1.1047011283874513,74.54,93.59,0.024106239666390365
203,2.801293072333703,1.0506062004089356,75.34,93.77,0.023659845004143604
204,2.750087995406909,1.0326028666496276,74.77,93.88,0.023216339385025073
205,2.7950957897381903,1.066977233695984,74.93,93.53,0.022775771444423738
206,2.793941200696505,1.035862799835205,75.17,93.68,0.02233818949557902
207,2.816036806962429,1.0148705951690673,75.47,94.01,0.021903641524282744
208,2.7560171934274527,1.052249599647522,75.54,94.04,0.021472175183616844
209,2.8019574727767553,1.0116768516540526,75.95,94.35,0.021043837788727766
210,2.792597559782175,1.0682696516036987,75.55,93.95,0.020618676311637812
211,2.8105184111839687,1.049292907333374,75.9,94.0,0.020196737376094034
212,2.7715653312511934,1.0378558116912842,75.74,94.08,0.01977806725245557
213,2.805971888701121,1.0306474208831786,75.92,94.05,0.019362711852619452
214,2.722544766083742,1.0672105630874633,75.92,94.17,0.018950716724985876
215,2.760801412203373,1.0464916397094726,75.94,93.99,0.018542127049463387
216,2.7984092608476296,1.0732929092407226,75.47,93.78,0.018136987632514256
217,2.756081245495723,1.027908231639862,76.11,93.82,0.017735342902241102
218,2.7502857697315704,1.043082049179077,76.13,94.35,0.017337236903514693
219,2.730099210066673,1.0385097885131835,75.62,93.8,0.016942713293144018
220,2.7393850497710397,1.0462675674438477,76.41,93.88,0.016551815335088885
221,2.697215175934327,1.0288912036895752,76.04,93.94,0.016164585895715382
222,2.7748065596971756,1.0709729164123536,76.15,94.04,0.015781067439095207
223,2.7567489156356224,1.0420190841674806,75.96,93.99,0.015401302022349019
224,2.7629442603160173,1.003481044769287,76.6,94.29,0.015025331291034292
225,2.710860954186855,0.9921506723403931,77.18,94.56,0.01465319647457856
226,2.7187868209985586,1.0508346574783325,76.21,93.98,0.014284938381758008
227,2.741252814195095,1.0482967258453368,76.61,94.2,0.013920597396222385
228,2.745959131839948,1.0346467323303223,77.01,94.08,0.013560213472066542
229,2.703394872102982,1.0006044746398925,77.32,94.41,0.0132038261294489
230,2.7025247754194797,0.9970890827178955,77.2,94.24,0.01285147445025767
231,2.65124579729178,1.0146926926612854,76.43,94.33,0.012503197073825174
232,2.7326676160861285,0.9951208284378051,76.94,94.36,0.012159032192690445
233,2.700147412984799,1.0243634376525879,76.73,94.44,0.011819017548411062
234,2.6660850424032945,1.019625655555725,77.29,94.13,0.011483190427424423
235,2.6947781464992424,1.010437924194336,77.16,94.32,0.01115158765695874
236,2.6926371436852676,1.0115916343688964,77.49,94.3,0.010824245600994643
237,2.676729653737484,1.0097087150573731,77.18,94.65,0.01050120015627737
238,2.702082064212897,1.0110142120361327,77.41,94.62,0.010182486748380308
239,2.7471469928056766,1.030577630996704,77.62,94.14,0.009868140327820239
240,2.66120057167151,1.063985302734375,76.98,94.25,0.009558195366224508
241,2.666070929551736,0.9721620506286621,77.67,94.5,0.009252685852550928
242,2.7188060231697864,0.9884462173461914,77.74,94.63,0.008951645289360467
243,2.6706490525832542,1.0111998361587524,77.26,94.67,0.008655106689143276
244,2.656260110781743,0.9733800766944886,77.81,94.5,0.00836310257069858
245,2.649260429846935,0.9948894493103028,77.72,94.82,0.00807566495556853
246,2.6837120178418283,0.992348557472229,78.07,94.77,0.007792825364526757
247,2.6498015611599652,0.9376316789627075,78.34,94.69,0.007514614814121747
248,2.5996816503695954,0.9836257032394409,77.86,94.57,0.007241063813275473
249,2.672971783540188,0.9911584735870361,77.68,94.6,0.006972202359937844
250,2.654045411562308,1.0456868984222412,77.64,94.56,0.006708059937796998
251,2.54809770492407,0.9839880037307739,77.98,94.49,0.006448665513046122
252,2.644672429561615,0.9921971952438354,78.23,94.51,0.00619404753120704
253,2.6553050411053194,0.960888978767395,78.07,94.61,0.005944233914010717
254,2.605402729450128,0.9579751340866088,78.66,94.6,0.00569925205633542
255,2.6265418495887367,0.9938387945175171,78.27,94.73,0.005459128823202553
256,2.6037845911123814,1.008029892539978,78.14,94.58,0.005223890546830563
257,2.638623032508752,1.026391569328308,78.13,94.64,0.004993563023747335
258,2.6121725999392,0.9817515710830689,78.21,94.55,0.004768171511961362
259,2.6517366036390646,0.984147331237793,78.44,94.59,0.004547740728191809
260,2.6163831655795757,0.9912358711242676,78.64,94.63,0.004332294845158176
261,2.6314193199842406,0.9871395027160644,78.54,94.58,0.004121857488929374
262,2.54140049188565,1.0251566450119018,78.58,94.67,0.003916451736332911
263,2.6091510898027663,0.9701732030868531,78.44,94.64,0.0037161001124243137
264,2.577245460412441,0.9453738193511962,78.27,94.7,0.0035208245880168744
265,2.584648556281359,0.9811889331817627,78.63,94.76,0.003330646577272399
266,2.5924428722797295,1.0016980278015137,78.57,94.77,0.0031455869353528873
267,2.6533227333655725,1.0397530347824098,78.45,94.67,0.002965665956133499
268,2.637191592118679,0.9744083208084107,78.66,94.7,0.002790903369977138
269,2.6103783280421524,0.9622794088363648,78.79,94.76,0.00262131834157077
270,2.5298140385212045,0.9527542081832886,78.99,94.81,0.0024569294678237993
271,2.58106381832025,0.9614803115844727,78.78,94.89,0.00229775477582874
272,2.509791638300969,0.9502643520355225,79.03,94.83,0.0021438117208842982
273,2.608956034366901,1.0202779558181763,78.78,94.58,0.0019951171845812316
274,2.5714197064057376,0.956318849182129,78.89,94.85,0.0018516874729510833
275,2.481570945947598,0.9956020872116089,78.69,94.76,0.0017135383146780299
276,2.608469358774332,0.953745852470398,78.89,94.81,0.0015806848593740894
277,2.5480193462127296,0.9389904434204102,79.04,94.75,0.00145314167591775
278,2.565962870610066,1.0371175102233887,78.88,94.78,0.0013309227508563515
279,2.6198750477570756,0.9930612188339233,78.83,94.89,0.0012140414868723277
280,2.5971302500137914,0.942948547744751,79.23,94.9,0.0011025107013133903
281,2.597894953458737,0.99947041721344,79.05,94.97,0.000996342624787021
282,2.5749189930084424,0.9741185525894165,79.03,94.78,0.0008955488998192131
283,2.5195519300607536,0.961085394859314,79.08,94.84,0.0008001405795777523
284,2.5349323477500523,0.9633676877975463,79.12,94.91,0.0007101281266601035
285,2.5584642404165026,0.9620241199493408,79.31,94.93,0.0006255214119460928
286,2.5430357948327678,0.9731945541381836,79.27,94.84,0.0005463297135153984
287,2.5274298450885673,0.9750176200866699,79.06,94.83,0.00047256171563017744
288,2.577649430128244,1.03438697681427,79.24,94.82,0.0004042255077826842
289,2.519920480862642,0.9674713968276978,79.16,94.87,0.00034132858380817976
290,2.5396698236465456,1.0059487003326415,79.22,94.68,0.00028387784106317693
291,2.552082428259727,0.9612945671081543,79.2,94.81,0.0002318795796690156
292,2.611236231143658,1.0336688903808593,78.9,94.63,0.00018533950182102903
293,2.551024091243744,0.988538373374939,79.22,94.76,0.00014426271116321752
294,2.5372291097274196,1.0131445554733276,79.24,94.71,0.00010865371222856342
295,2.561834501608824,0.9713039384841919,79.33,94.76,7.851640994508121e-05
296,2.5478142940081083,0.9585589580535888,79.28,94.88,5.3854109207575135e-05
297,2.6001930423271964,0.9825981431961059,79.13,94.7,3.466951451524866e-05
298,2.5238819941496238,0.9506318895339966,79.17,94.81,2.096472967509925e-05
299,2.5331656254254855,0.973502368736267,79.24,94.88,1.2741257571220404e-05
