epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
40,3.4475420083755104,1.8181260488510131,56.39,84.34,0.09567770515484184
41,3.439372252195309,1.6172794225692748,59.01,85.96,0.09546225927180821
42,3.4094972940591664,1.6777420806884766,57.96,84.59,0.09524182848803865
43,3.384622298142849,1.7126666418075562,56.98,84.81,0.09501643697625267
44,3.410922451508351,1.6794336990356444,58.41,85.29,0.09478610945316945
45,3.3731907422725973,1.5922242269515992,60.72,86.32,0.09455087117679745
46,3.399567888944577,1.6154934429168701,60.0,85.81,0.09431074794366458
47,3.381905663319123,1.6151943916320801,59.81,86.15,0.09406576608598928
48,3.3403685386364277,1.5691032043457032,60.71,87.25,0.09381595246879296
49,3.315405912277026,1.643442767906189,59.92,85.34,0.09356133448695388
50,3.3235004315009484,1.5001920682907104,62.05,87.28,0.093301940062203
51,3.325066321935409,1.6056240818023682,59.25,85.97,0.09303779764006216
52,3.3733735744769757,1.5606897121429444,61.52,87.51,0.09276893618672453
53,3.3000835485947437,1.6653094146728515,58.54,85.96,0.09249538518587827
54,3.267804919756376,1.5367369464874268,61.17,86.69,0.09221717463547324
55,3.2995858632601225,1.6127067308425904,59.78,86.46,0.09193433504443148
56,3.3215343658740704,1.4887487506866455,62.29,87.58,0.09164689742930143
57,3.2960497960066184,1.607037871170044,60.09,86.86,0.09135489331085672
58,3.3243651328942714,1.581086894607544,59.97,85.75,0.09105835471063954
59,3.3262489159901936,1.6141326826095581,63.07,88.38,0.09075731414744907
60,3.288744515639085,1.613049838256836,61.3,87.24,0.0904518046337755
61,3.2902311600171603,1.575908971786499,61.13,86.16,0.09014185967217977
62,3.2695731829374264,1.4810818342208862,63.51,88.63,0.0898275132516197
63,3.310782819527846,1.5075850051879882,62.98,87.95,0.08950879984372263
64,3.282450000445048,1.5590697954177857,62.48,87.15,0.08918575439900536
65,3.24626561433841,1.493178621673584,63.65,88.03,0.08885841234304126
66,3.25407781906617,1.509951923751831,63.23,88.05,0.08852680957257558
67,3.2568032967738616,1.5571894914627076,64.21,88.36,0.08819098245158895
68,3.2684061747330886,1.4071669744491577,64.28,88.59,0.08785096780730957
69,3.212678035711631,1.4196288194656372,64.26,89.23,0.08750680292617483
70,3.190015249985915,1.43716143283844,64.62,89.19,0.08715852554974234
71,3.253599313589243,1.4543396860122682,64.38,88.44,0.08680617387055112
72,3.200595296957554,1.4278406867980957,64.26,88.8,0.08644978652793348
73,3.2014487095368214,1.4488295026779174,64.96,89.15,0.08608940260377762
74,3.2291548466071105,1.4029978677749633,64.79,89.15,0.085725061618242
75,3.1891022975628194,1.3404034530639648,65.91,90.17,0.08535680352542145
76,3.1902943281026985,1.4163476556777954,65.28,89.48,0.08498466870896572
77,3.205420858432085,1.4387840606689453,64.77,89.18,0.08460869797765098
78,3.2090820422539346,1.4529053853988647,64.1,88.65,0.0842289325609048
79,3.179832796561412,1.393705746459961,65.54,89.09,0.08384541410428463
80,3.1567885001500446,1.4916382080078125,64.6,88.7,0.08345818466491112
81,3.166938632573837,1.4221555252075195,64.77,89.49,0.08306728670685598
82,3.166050848594079,1.4173149364471436,65.09,88.95,0.08267276309648533
83,3.1465242722095588,1.4989796112060547,64.94,89.45,0.08227465709775891
84,3.135875000097813,1.454908267211914,64.46,88.69,0.08187301236748575
85,3.122134593816904,1.3538165504455566,67.01,90.16,0.08146787295053663
86,3.1079407600256115,1.3743391012191772,64.99,89.73,0.08105928327501413
87,3.114664621842213,1.3640538372039794,66.25,89.71,0.08064728814738056
88,3.1643728519097354,1.3591525981903076,66.92,90.14,0.08023193274754445
89,3.1194228667479296,1.4205148761749267,66.66,89.98,0.07981326262390596
90,3.1088819888921884,1.4295143075942993,65.93,89.63,0.0793913236883622
91,3.1472646364798913,1.3702620021820069,66.64,90.0,0.07896616221127223
92,3.108697897959978,1.3622218322753907,66.27,89.83,0.07853782481638318
93,3.097043376702529,1.3516019790649414,66.09,89.72,0.07810635847571729
94,3.1062203988050805,1.380136265182495,66.58,89.92,0.077671810504421
95,3.1693139381897755,1.377289253616333,66.67,90.18,0.07723422855557628
96,3.0955905217390796,1.3120427448272705,67.82,90.69,0.07679366061497493
97,3.108616294616308,1.4251214973449706,65.65,90.02,0.0763501549958564
98,3.1357031534879636,1.3931625272750854,67.05,89.59,0.07590376033360965
99,3.132812380179381,1.388312975692749,67.47,90.28,0.07545452558043982
100,3.1028910673581636,1.3870365930557251,67.66,90.54,0.0750025
101,3.078157789279253,1.2821299736022949,67.28,90.6,0.07454773316198897
102,3.096891279098315,1.3605835189819335,67.71,90.56,0.07409027493671526
103,3.0959307646140073,1.2932374835968017,67.47,90.65,0.07363017548962836
104,3.0571834875987127,1.3326443210601806,68.26,90.73,0.0731674852758175
105,3.0921001336513423,1.2915158754348754,66.9,90.39,0.07270225503447865
106,3.0546140242845583,1.3164729837417604,67.23,90.2,0.07223453578335046
107,3.0706924572969094,1.37949344329834,68.51,90.57,0.07176437881311952
108,3.0304025564438257,1.2917600923538208,68.43,90.76,0.07129183568179581
109,3.1188007189677314,1.3755506328582763,68.19,91.02,0.07081695820905877
110,3.0332795112560955,1.2482022947311402,68.59,91.04,0.07033979847057463
111,3.0707527484649266,1.249724543762207,68.72,90.96,0.06986040879228586
112,3.1190698275199304,1.3500506929397582,68.58,90.47,0.06937884174467289
113,3.1071235650624986,1.3095585388183595,68.78,91.18,0.06889515013698927
114,3.0671371212372414,1.311494548034668,68.43,90.94,0.06840938701147048
115,3.048668313026428,1.2206012172698975,69.38,91.4,0.06792160563751728
116,3.0216397609466163,1.3258668977737427,69.17,91.35,0.06743185950585416
117,3.1161930995109755,1.2561042785644532,69.79,91.54,0.06694020232266336
118,3.0792974019661927,1.3081058950424194,69.95,91.38,0.06644668800369546
119,3.0416470509309037,1.2274575241088868,69.6,91.81,0.06595137066835702
120,3.0256874500176845,1.295575458908081,69.3,90.96,0.0654543046337755
121,3.034553656211266,1.2876012565612793,69.22,91.18,0.06495554440884306
122,2.97352998929146,1.2613827619552613,69.81,91.7,0.06445514468823886
123,3.0390404193829266,1.265716363143921,69.28,91.45,0.06395316034643128
124,3.056899885030893,1.2862860507965088,68.57,90.96,0.0634496464316602
125,3.04988153836666,1.2534638956069946,69.52,91.14,0.06294465815990054
126,2.984259040539081,1.252527516746521,69.19,91.62,0.06243825090880692
127,3.0262949521724996,1.2611773162841797,70.02,91.51,0.06193048021164116
128,2.987551363920554,1.2899383853912354,69.67,91.59,0.06142140175118225
129,3.020765286836869,1.225495693397522,69.78,91.48,0.060911071353620165
130,3.0520347980352547,1.2750649612426759,68.85,91.45,0.06039954498243389
131,2.9849483386064186,1.2700796443939208,69.79,92.22,0.059886878732254414
132,3.043748163565611,1.338973230934143,69.76,91.56,0.05937312882271332
133,3.0317637773660513,1.2279171157836914,70.41,91.7,0.058858351592277584
134,3.016775625791305,1.156604883003235,70.67,92.12,0.05834260349207154
135,3.0095643483675443,1.3312816102981568,68.38,90.69,0.057825941079686353
136,3.0228529049799993,1.2563036317825318,69.84,91.45,0.057308421012977784
137,2.9969272057215375,1.1788952204704284,70.61,91.91,0.056790100043853056
138,2.9491081182773295,1.2416671669006347,69.76,91.22,0.0562710350120474
139,2.987412500992799,1.2342219552993774,70.34,91.46,0.05575128283889088
140,2.928541405690022,1.2045631435394286,70.54,92.05,0.055230900521066356
141,2.978830314293886,1.1851276733398437,71.35,91.93,0.054709945124359144
142,2.938290305932363,1.171141937637329,71.59,92.43,0.054188473777399125
143,3.0424606491357853,1.1828352317810058,70.89,92.23,0.05366654366539596
144,2.9738079049648385,1.2791490268707275,70.21,91.84,0.053144212023868036
145,2.9463600904513627,1.2417460458755494,70.63,91.81,0.05262153613236599
146,2.9667244810324447,1.183655136680603,71.55,92.13,0.05209857330819135
147,2.9099348661227102,1.1378063179016114,71.6,92.19,0.05157538090011102
148,2.9590460563317325,1.1828306507110595,71.36,92.27,0.051052016282068444
149,2.9344094942777583,1.1160584867477417,72.44,92.71,0.050528536846891715
150,2.9957633547293834,1.2096344575881959,71.32,92.48,0.05000500000000001
151,2.9655903189610213,1.2163515712738038,70.94,92.22,0.0494814631531083
152,2.9534110952646304,1.1625224910736085,72.29,92.42,0.04895798371793159
153,2.929686716886667,1.1413771755218507,72.27,92.73,0.048434619099888984
154,2.929299797155918,1.1856632085800172,71.35,92.46,0.04791142669180867
155,2.9535750694763965,1.2319931516647338,70.87,91.65,0.04738846386763403
156,2.9200506237836983,1.1608859992980958,72.14,92.09,0.046865787976131994
157,2.9277120739985736,1.1326855615615845,71.54,92.43,0.04634345633460407
158,2.9118782608936993,1.119472413253784,71.84,92.78,0.04582152622260089
159,2.932820877356407,1.2396784706115722,71.7,92.39,0.045300054875640886
160,2.963635713014847,1.1891676933288575,70.94,92.01,0.04477909947893368
161,2.9151602702263073,1.137825676727295,71.86,91.87,0.04425871716110915
162,2.8621861201066237,1.1210431648254395,72.9,92.75,0.04373896498795262
163,2.8980084562912967,1.1449396099090576,73.05,92.9,0.04321989995614696
164,2.942568172246982,1.1968880905151367,72.54,92.52,0.04270157898702225
165,2.8902973376787626,1.1580232402801514,72.33,92.78,0.042184058920313676
166,2.903597979973524,1.1136842586517335,72.91,92.74,0.041667396507928466
167,2.8776338999087994,1.1290544456481935,72.91,93.03,0.041151648407722445
168,2.900361436452621,1.1534254627227782,72.56,92.68,0.040636871177286704
169,2.9265811403592425,1.1323292972564698,72.75,92.87,0.040123121267745594
170,2.9116633042311055,1.12329444770813,73.11,92.86,0.039610455017566125
171,2.9516439557075502,1.1637133014678955,72.51,92.8,0.039098928646379864
172,2.9290682719304013,1.1952507797241212,73.55,92.33,0.03858859824881778
173,2.8721380380483774,1.1357535665512084,73.4,92.98,0.038079519788358863
174,2.8222647431569223,1.1182404674530029,72.55,92.76,0.037571749091193096
175,2.842632232568203,1.1692787933349609,73.07,92.72,0.037065341840099485
176,2.876463287610274,1.1072975660324096,73.46,93.37,0.03656035356833981
177,2.8340703508792777,1.1173184398651124,73.18,93.18,0.036056839653568734
178,2.859262823447203,1.124777682876587,73.37,92.99,0.03555485531176114
179,2.83152398849145,1.1034543161392212,72.48,92.63,0.035054455591156955
180,2.868991182094965,1.0591583869934083,73.78,93.24,0.03455569536622451
181,2.9014843109326485,1.129014903640747,73.42,92.71,0.034058629331643
182,2.8778272124437185,1.157796199798584,73.67,92.97,0.03356331199630454
183,2.8996490933956243,1.118817889022827,73.38,93.16,0.033069797677336664
184,2.877387358286442,1.1192022960662842,73.75,93.4,0.03257814049414586
185,2.786724633131272,1.1082504383087157,73.95,93.19,0.03208839436248273
186,2.839592651831798,1.1041401870727539,73.78,93.18,0.03160061298852954
187,2.8420412112505007,1.1475150535583496,74.05,93.36,0.031114849863010732
188,2.8603048330698257,1.076714621925354,74.31,93.19,0.030631158255327116
189,2.7757629397587897,1.102339450454712,74.29,93.3,0.03014959120771414
190,2.820205421019823,1.0474461673736573,74.09,93.51,0.02967020152942537
191,2.82983788893773,1.0594976943969727,74.95,93.33,0.029193041790941253
192,2.8425886823580817,1.1327032508850097,73.87,93.57,0.028718164318204193
193,2.7968845373544937,1.082500994491577,74.76,93.75,0.028245621186880492
194,2.8252388348946202,1.0926024291992187,74.58,93.65,0.027775464216649566
195,2.8199307655676815,1.052182439994812,74.89,93.86,0.027307744965521363
196,2.81574890369024,1.0674096132278443,75.07,93.53,0.026842514724182528
197,2.7679997789554105,1.0738493827819824,75.35,93.58,0.02637982451037165
198,2.7946934064229327,1.071531273651123,74.86,93.49,0.02591972506328474
199,2.7759588348559845,1.057920411491394,75.42,93.51,0.025462266838011036
200,2.733631197000161,1.0239484304428101,75.3,93.77,0.02500749999999999
201,2.80578152797161,1.103513084602356,74.66,93.53,0.02455547441956019
202,2.817027598160964,1.0882788930892944,75.03,93.55,0.024106239666390365
203,2.781952312359443,1.0474426460266113,75.72,93.61,0.023659845004143604
204,2.732955322204492,1.0398688877105713,74.89,93.51,0.023216339385025073
205,2.7729207705228758,1.036710329437256,75.49,93.78,0.022775771444423738
206,2.772081347917899,1.0351395378112793,75.19,93.76,0.02233818949557902
207,2.7990768099442507,1.0375805290222169,75.22,93.45,0.021903641524282744
208,2.7349267213772506,1.0824226203918457,75.69,93.76,0.021472175183616844
209,2.780662307066795,1.0371157964706421,75.55,93.69,0.021043837788727766
210,2.771765880401318,1.087225806427002,75.31,93.87,0.020618676311637812
211,2.7889873367089493,1.061097611808777,76.15,93.76,0.020196737376094034
212,2.756097228710468,1.0730159908294679,75.3,93.55,0.01977806725245557
213,2.7886857946713763,1.0428514881134032,76.25,94.08,0.019362711852619452
214,2.698277033597995,1.04449130859375,76.38,94.24,0.018950716724985876
215,2.743061696871733,1.0583937967300414,76.2,93.89,0.018542127049463387
216,2.780123492387625,1.0795065572738647,75.85,93.89,0.018136987632514256
217,2.7395128036156677,1.021403076171875,76.48,94.17,0.017735342902241102
218,2.7294811594180572,1.0508349334716798,75.73,93.84,0.017337236903514693
219,2.7109418578636952,1.0150486219406127,76.27,93.96,0.016942713293144018
220,2.7221209614704818,1.0425599586486816,76.07,93.91,0.016551815335088885
221,2.6737865353241945,1.0339233520507813,75.26,93.57,0.016164585895715382
222,2.751330570074228,1.077071068572998,76.05,93.82,0.015781067439095207
223,2.734874790142744,1.043844757270813,75.69,93.95,0.015401302022349019
224,2.740629259439615,1.0152681306838989,76.28,94.0,0.015025331291034292
225,2.6916088211230744,1.0154291759490968,76.34,93.94,0.01465319647457856
226,2.6991396145942885,1.0339137773513793,76.66,93.9,0.014284938381758008
227,2.7242214092841515,1.0488214881896973,76.3,93.8,0.013920597396222385
228,2.722661205438467,1.0577381116867066,76.71,94.0,0.013560213472066542
229,2.686196295420329,1.0124614742279052,76.96,94.2,0.0132038261294489
230,2.6792056533006523,1.0118571628570556,76.71,93.98,0.01285147445025767
231,2.628903386837397,1.0251136713027955,76.43,93.95,0.012503197073825174
232,2.7155164098128295,1.0059249618530273,76.46,94.11,0.012159032192690445
233,2.675745153427124,1.0242125051498414,77.0,94.06,0.011819017548411062
234,2.644908370421483,1.0140246362686158,76.71,93.96,0.011483190427424423
235,2.674701681198218,1.0068666553497314,76.64,94.18,0.01115158765695874
236,2.6715038183407906,1.0253262008666992,77.1,94.13,0.010824245600994643
237,2.660622529188792,1.014691552734375,76.74,94.15,0.01050120015627737
238,2.6820351398908175,1.0034990367889405,77.16,94.22,0.010182486748380308
239,2.7292524218559264,1.0454267551422118,77.15,94.04,0.009868140327820239
240,2.637051295928466,1.0735513683319091,77.1,93.86,0.009558195366224508
241,2.648514980230576,0.9748202259063721,77.02,94.03,0.009252685852550928
242,2.6958517539195523,0.9903089170455932,77.08,94.36,0.008951645289360467
243,2.650499595128573,1.026715580368042,77.23,94.28,0.008655106689143276
244,2.638206826723539,0.9855752820968628,77.39,94.21,0.00836310257069858
245,2.6281879204970138,1.0015146389007568,77.63,94.2,0.00807566495556853
246,2.666145607447013,0.9965701974868775,77.83,94.37,0.007792825364526757
247,2.6310629566510517,0.9613099601745605,77.84,94.25,0.007514614814121747
248,2.5791295717924068,0.9987933460235596,77.36,94.05,0.007241063813275473
249,2.6592584234017593,1.0066185789108277,77.47,94.4,0.006972202359937844
250,2.638802415285355,1.0549722650527955,77.45,94.01,0.006708059937796998
251,2.5259729941685993,1.0012160223007203,77.4,94.2,0.006448665513046122
252,2.6236770486220333,1.0012124853134154,77.38,94.34,0.00619404753120704
253,2.6381472300260493,0.9631523155212403,77.88,94.41,0.005944233914010717
254,2.5885757424892524,0.972593868637085,77.64,94.27,0.00569925205633542
255,2.6107520216550584,1.0023568828582763,77.99,94.12,0.005459128823202553
256,2.5841884561074084,1.0168247753143311,77.95,94.25,0.005223890546830563
257,2.623450793669774,1.0397849338531495,77.8,94.26,0.004993563023747335
258,2.5890609114598004,0.9861694486618042,78.28,94.44,0.004768171511961362
259,2.6379531022829887,0.9943147651672364,77.95,94.29,0.004547740728191809
260,2.597620739386632,1.0059586101531983,78.16,94.19,0.004332294845158176
261,2.615218706620045,0.9974318128585815,78.12,94.39,0.004121857488929374
262,2.5237512793296424,1.0300366943359376,78.04,94.34,0.003916451736332911
263,2.594474037182637,0.9891936399459839,78.15,94.38,0.0037161001124243137
264,2.558080587325952,0.9563517101287842,78.02,94.5,0.0035208245880168744
265,2.567741397099617,0.985629097366333,78.11,94.59,0.003330646577272399
266,2.5783605376879373,1.016259056854248,78.09,94.35,0.0031455869353528873
267,2.632281460211827,1.039542325592041,78.02,94.45,0.002965665956133499
268,2.6245464948507458,0.9850221790313721,78.41,94.41,0.002790903369977138
269,2.5964393600439415,0.9742818128585815,78.37,94.53,0.00262131834157077
270,2.5140612840652468,0.9666438636779785,78.29,94.61,0.0024569294678237993
271,2.5693767324472083,0.9728247304916382,78.18,94.55,0.00229775477582874
272,2.4898626373364374,0.9530038972854614,78.38,94.6,0.0021438117208842982
273,2.5921651265560053,1.0201166868209839,78.23,94.27,0.0019951171845812316
274,2.556695683185871,0.9669138298034669,78.41,94.5,0.0018516874729510833
275,2.466385920231159,0.9974287782669068,78.35,94.5,0.0017135383146780299
276,2.596267844469119,0.9561955570220947,78.63,94.48,0.0015806848593740894
277,2.5314637205539605,0.9416229129791259,78.5,94.56,0.00145314167591775
278,2.548974952330956,1.0463637224197389,78.29,94.36,0.0013309227508563515
279,2.605421625650846,1.005025779724121,78.41,94.44,0.0012140414868723277
280,2.587497887855921,0.9534203704833984,78.74,94.45,0.0011025107013133903
281,2.582669857220772,1.0150395538330077,78.51,94.38,0.000996342624787021
282,2.564511158527472,0.9846613952636719,78.54,94.49,0.0008955488998192131
283,2.5024097280624584,0.9664332771301269,78.6,94.44,0.0008001405795777523
284,2.5188858438760806,0.9692975219726563,78.64,94.41,0.0007101281266601035
285,2.5416185051966935,0.9682803127288818,78.61,94.54,0.0006255214119460928
286,2.530420178327805,0.9733932106018066,78.5,94.48,0.0005463297135153984
287,2.5173553995597056,0.9906937240600586,78.62,94.49,0.00047256171563017744
288,2.5628069510826696,1.0432065139770508,78.52,94.47,0.0004042255077826842
289,2.503706197860913,0.9760396778106689,78.49,94.54,0.00034132858380817976
290,2.5256329560891175,1.0051186603546143,78.43,94.45,0.00028387784106317693
291,2.5404225933246125,0.9717413475036621,78.5,94.46,0.0002318795796690156
292,2.5974543852683825,1.0578712450027465,78.37,94.42,0.00018533950182102903
293,2.5357376395127713,0.9938390548706054,78.6,94.51,0.00014426271116321752
294,2.518841466536889,1.027252900505066,78.43,94.54,0.00010865371222856342
295,2.548157207782452,0.9805274692535401,78.55,94.54,7.851640994508121e-05
296,2.5318933193500226,0.9663904867172242,78.54,94.55,5.3854109207575135e-05
297,2.5888086477915446,1.0004176055908203,78.55,94.5,3.466951451524866e-05
298,2.5098612372691815,0.9584083097457886,78.84,94.6,2.096472967509925e-05
299,2.5162553765834907,0.9845334232330323,78.57,94.54,1.2741257571220404e-05
